id,feedback,tag,label
7760,тормоза смажьте.Скрипит,,technical_support
7761,сиденье не регулируется,,technical_support
7762,çox süperdir,,other
7763,Не работает экран.,,technical_support
7764,tormuzunda problem var zeyıfdı,,technical_support
7765,i again didnot ride,,customer_support
7766,gediş əla.,,other
7767,end right took more than 5 minutes. every time it says the phone is far from the vehicle,,customer_support
7768,Scooter won't move,Motor,customer_support
7769,Pedal çıxır,Pedals,technical_support
7770,Parklanmani bitire bilmirem  ne edim?,Kickstand,customer_support
7771,глючило завершение поездки,,customer_support
7772,"велосипед не работал на протяжении всего пути, требую возврата суммы, заплаченной за эту поездку",,customer_support
7773,Sumqayıta da gəlsin,,other
7774,колесо не разблокировалось,,technical_support
7775,Salam zaretkasi çox tez bitdi parklanmaya doğru gedirdim indi qaldı yolda 15Km göstərirdi heç 6-7 km gedə bilmədim qaldı yolda zəhmət olmazsa kömək edərdiniz,Electrical system,customer_support
7776,battery indicator was wrong,,technical_support
7777,qiymət yuksəkdir,,other
7778,batareyka,Battery,technical_support
7779,gree bike is hard to ride,,other
7780,"biraz pis gündə idi, sürüş sırasına yellənirdi",,technical_support
7781,lockda prablem var,,technical_support
7782,the chain is broken,,technical_support
7783,suret qutusu ishlemir,,technical_support
7784,beyninde problem var,,technical_support
7785,Arxa krilo temizlenmelidir,Other,technical_support
7786,Kimsə skuteri evinə aparıb deyəsən,Other,other
7787,İşdəmir,Gears/transmission,technical_support
7788,they tried to steal it.,,customer_support
7789,didnt go,,technical_support
7790,На месте его нету,Other,other
7791,oturacaq düzənləmə tutacağı sınıqdır,,technical_support
7792,"Velosipedin problemi var, pedallar demək olar ki, firlanmır, çox əziyyətlə hərəkətə gətirilir.  Halbuki əhatə dairəsindən kənarda olmamışam.",,technical_support
7793,Oturacaq tənzimləyici qırıq,Other,technical_support
7794,Hater deyiləm.Aparı sevərək idarə edirəm. amma bu sürüş tam xaos idi. Velo balansda pul olmasına baxmayaraq. dayanmadan özün kilitləyirdi. nə qədər yolu əlimdə gətirdim. sürmək imkanslz idi. out of ride deyir. amma məlumdur ki f1 üçün tribunalar qurulur.,,customer_support
7795,руль «заржавел». контроль плохой. рисковано,,technical_support
7796,tekerden ses gelor surerken,,technical_support
7797,"держатель телефона дребежит, тормоза свистят и плохо тормозят!",,technical_support
7798,Park gebul elemir,Firmware,customer_support
7799,s,,other
7800,cooox pis narazı qaldim,,other
7801,sag tormoz islemir,,technical_support
7802,не запускается,,technical_support
7803,otracagında problemm,,technical_support
7804,Qabaq zontik qirilib anbara getmelidi,Vandalism,technical_support
7805,Transport rejimində kilid açılmır,Chain,technical_support
7806,açılan kimi söndü,,customer_support
7807,gütmir,,technical_support
7808,parklanma problemi,,customer_support
7809,Arxa krlonun boltu düşüb,Other,technical_support
7810,oturacaq qaldırmaq üçün olan qulp sınıb,,technical_support
7811,sükan əyri və sürətlərində peoblem var. həmçinin velo dayanmadan yırğalanır! ayıb olsun texniki baxış keçirin arada,,technical_support
7812,"неисправен, нет кордницаии у руля и также на 24 км, он почти не едет",,technical_support
7813,Не снимается с паузы,Firmware,customer_support
7814,done,,other
7815,Tormoz qirildi,Brakes,technical_support
7816,"Salam. Süre bilmedim heç, bilmirem problem mendedi ya velosipedde",Gears/transmission,technical_support
7817,"Rulavoy, oturacaq",Other,technical_support
7818,oturacaqlar narahat skorusu pis kecir,,technical_support
7819,sepi atdı yarı yolda qaldım 15 dəqiqəm boşa getdi,,customer_support
7820,"руль не крутился, он застревал при поворотах, при том что зарядка была полная, значит работник не проверил велосипед прежде чем выставить на остановку",,technical_support
7821,Сломана правая педаль,,technical_support
7822,he,,other
7823,arxa təkər boltu və şayba. Açılıb yenidən yığılmalıdır,Other,technical_support
7824,aktivlesmir,,technical_support
7825,açılış qiyməti biraz aşağı olsa daha gözəl olar,,other
7826,sürəti tez düşür yorur adamı,,technical_support
7827,👎🏻👎🏻👎🏻👎🏻,,other
7828,Rulavoy dağılıb,Other,technical_support
7829,velosiped ochen tajelo edet,,other
7830,"rol əyri idi, sol tormuz çox zəif tutur. təhlükəli velosipeddir",,technical_support
7831,Motor islemir parkinge de getmek olmur,Motor,customer_support
7832,Səhv yerdə saxlanılıb,Other,customer_support
7833,Слишком маленькая корзинка для сумки.,,other
7834,sadece oturacaq tenzimlemede problem,,technical_support
7835,tormozu zəifdir,,technical_support
7836,"Gedişi tamamlaya bilmirəm. Velosipedi park etmişəm, lock-u bağlamışam, app deyir telefon uzaqdadır, halbuki velosipedin yanında durmuşam. Zəhmət olmasa gedişi siz tamamlaya bilərsiniz?",Kickstand,customer_support
7837,rol problemlidir,,technical_support
7838,👌🏻👍🏻👍🏻,,other
7839,enə,,other
7840,rollda problem var,Kickstand,technical_support
7841,velosipedin matoru sanki işləmirdi. güclə sürürdüm. adi velosiped sürər kimi yoruldum. çox ağır gedirdi,,technical_support
7842,əyləclər işləmir çox təhlükəlidir,,technical_support
7843,locking error,,technical_support
7844,Не держится постоянно падало во время поездки,Saddle,technical_support
7845,need a map of all velo lanes in app,,other
7846,didnt work but my money left (,,customer_support
7847,parking yerləri azdır,,other
7848,parkingdə velo tapmaq cetindir,,other
7849,Taksidən Bahadı ən gözəli jetdi çox təsüf istifadə etdim,,other
7850,"оплату сняли, но велосипед не активировался,спасибо за работу",,customer_support
7851,Apar azın stansiyaslnda qadağan olunmuş zona deyir lock edə bilmirəm,Kickstand,customer_support
7852,Left pedal is loose to the point that pedaling is almost impossible,Lose/worn parts,technical_support
7853,Добавте в велик седенье,,other
7854,"в середине пути при спуске заднее колесо резко затормозило — как будто заблокировалось но не факт. чуть не упал, проверьте велосипед",,technical_support
7855,əyləcləri çox zəif idi tutmur demək olar,Brakes,technical_support
7856,təkərlər sürüşkəndir,,technical_support
7857,"Qripslər cırılıb,sürət ötürücü trosu səbət altında sıxılıb",Other,technical_support
7858,"arxa əyləc zəifdi, ön normal işləyir",,technical_support
7859,педали плохо работают,,technical_support
7860,ön tərəfdə səs var. tormuzlanma var,,technical_support
7861,"tormozda tekeri oynayir, tehlukeli veziyyetdedir",,technical_support
7862,Sol əyləci yaxşı işləmir və siqnal yoxdur,QR code,technical_support
7863,xosuma gelemdu,,other
7864,qabaq teker terpenmir,,technical_support
7865,problemi var getmedi,,technical_support
7866,Botanika Baginda olmaniz dileyi ile :),,other
7867,Rol esir,Other,technical_support
7868,velosipedler arxa tekeri islemir niye baxmirsiz?,,technical_support
7869,"1,2,3 hissəsi qırıq idi ona görə minmədim",,technical_support
7870,Automatically stopped,,customer_support
7871,pedal xarabdir,,technical_support
7872,Skorus pisdi,,technical_support
7873,"velo öarkinqlərdə velosiped demək olar ki, yoxdur",,other
7874,Velosiped gedmir ki aparim qoyum yerin,Chain,customer_support
7875,Kilid əyilib Anbara,Vandalism,technical_support
7876,it didnt work or park. it was hard time for me,,customer_support
7877,arxa təkərində problem var,,technical_support
7878,педали не крутятся,,technical_support
7879,Zaryatka yiqmir anbara getmelidi,Gears/transmission,technical_support
7880,Əslində skuterdən şikayətim yoxdu lakin velo saxlıya bildiyim yerdə skuter saxlamaq olmur.Çox absürt gəlir,,other
7881,Замок закрыт,Other,technical_support
7882,"педали заедают , слишком много проблемных великов в последнее время",,technical_support
7883,That is expensive,,other
7884,sükanda əyrilik var və əyləc yaxşı işləmir arxada,Handlebar,technical_support
7885,sear broken,,technical_support
7886,tormuz tutur öz özünə,,technical_support
7887,Çirklidir əyləc işləmir və sürərkən səs gəlir\nTəmirə ehtiyacı var,Brakes,technical_support
7888,I cant park bike. It didnt recognize locked position,Chain,customer_support
7889,motor işə düşmür elektrikli,,technical_support
7890,велосипед сломан,,technical_support
7891,hamısı xarabdı,,technical_support
7892,velosipedin zənciri xarabdır,Other,technical_support
7893,dəhşət pis,,other
7894,"Добрый вечер, я так и не понял, завершилась ли моя поездка. Деньги списали, но пишет, что запретная зона и нельзя парковаться. В меню все ещё пишет ""завершить поездку"", хотя велосипед уже выключен.",QR code,customer_support
7895,"velonuz yeni başlayan biri üçün bərbad idi.Və kömək olmaması,dəfələrlə,yıxılmağım və s.Heç zövq almadım.",,other
7896,skuterlər duzgun bolunməyib,,other
7897,спасибо! только плохо что мало парковок,,other
7898,bu da işləmir!!,,technical_support
7899,ilishdi getmir,,technical_support
7900,rulu ilişib ya donub güclə fırlanlr,,technical_support
7901,Mator yenilənmə. Velonu sürəndə səs gəlir.,Other,technical_support
7902,It was switching directly from 1st to 3rd gear when I wanted to switch to 2nd gear,Gears/transmission,technical_support
7903,sola dönmə işığı işləmirdi,,technical_support
7904,"Kilid qırığ,oturacaq borusu sıxan qırığdı, qripslər yoxdur",Handlebar,technical_support
7905,передняя стойка шатается при нажатие тормоза,,technical_support
7906,təkərlərdə priblem var,,technical_support
7907,velosipedlər zəif işləyir,,technical_support
7908,Velosiped işləmədi pulumu qaytarın,Ignition,customer_support
7909,çox səs çıxarırdı,,technical_support
7910,велик не двинулся с места,,technical_support
7911,велодорожка неудобная☹️,,other
7912,🥰 one love,,other
7913,супер !,,other
7914,стульчики не очень удобные,,other
7915,ishlemedi yandiriram yanmir,,technical_support
7916,Anabar qabaq təkər cırılıb,Rear wheel,technical_support
7917,əlaydı,,other
7918,gear change problem,,technical_support
7919,batareya bitdi,,technical_support
7920,руль погнут,,technical_support
7921,Motor çox zəifdir,,technical_support
7922,not in a good condition,,technical_support
7923,идеальный велосипед!),,other
7924,sistem ayılmır getmir,,technical_support
7925,no signal device,,technical_support
7926,Qabağ stoykasında qırığı var,,technical_support
7927,əyləclər tutmur,,technical_support
7928,canım çıxdı birdə yaşıla minmərəm !,,other
7929,Oturacag yerinde dayanmir,Frame,technical_support
7930,Sidenka deyiwilmelidir,Other,technical_support
7931,Təkər yeyilib deşik açılır \nAtır tutur sürəndə,Other,technical_support
7932,vəsaiti geri qaytarınmzəhmət olmasa velosiped işləmıdi,,customer_support
7933,Rul dibindən gözlə rahat görüləcək şəkildə əyilib. Amma qeyd edilməyib. Hansı ki motor yeniləmək üçün göndərilib. Motorda qırmızı germetika da gözlə rahat görülür.,Other,technical_support
7934,işləmir işə düşmür,,technical_support
7935,rul dərəcə altında düz sürürdü. Texniki problem var,,technical_support
7936,"Нормально не мог ехать, шатается сиденье влево вправо. Выдайте компенсацию пожалуйста.. Благодарю",Saddle,customer_support
7937,qoşulmadı və açılmadı,,technical_support
7938,Zaryatqasi qurtardi,Other,technical_support
7939,enerjisi bitdi,,customer_support
7940,Не могу снять опорную ногу,Kickstand,other
7941,Pis vəziyyətdədi,Vandalism,technical_support
7942,педаль была испорчена я непокатался,,technical_support
7943,pedali atir skorostu saxlamir,,technical_support
7944,tələsitdim :),,other
7945,zəhmət olmasa mənim pulumu geri verin,,customer_support
7946,Dayandıra bilmirəm,Other,customer_support
7947,bərbad hər gün  dhaa   bərbad olursuz artıq,,other
7948,"качество велосипеда, был какой-то звук и сложно ехал (скорость 1)",,technical_support
7949,əla gediş,,other
7950,we entered the black zone of death,,other
7951,"поездка и идея окей, но в приложении недостаточно инфы про процессы начала и конца поездки",,other
7952,"Bu ne servisdir? 20 km yazirdi, indi sondu qaldim yolda. Biabirciliq, deqiqeler de gedir. Bunu men oark etdim parkin ichinde, deqiqelerimi berpa edin.",Battery,customer_support
7953,Крайне не удобно настроено ускорение,,other
7954,sükan biraz əyri,,technical_support
7955,koltuk kırık,,technical_support
7956,it doesn't activate,,technical_support
7957,zehmet olmasa bize promo kod gonderin daha cox istifade edek,,other
7958,Şatun yoxdur. Anbara,Other,technical_support
7959,Anbara getməlidir kilid problemi var,Vandalism,technical_support
7960,niye pul cixdiji?,,customer_support
7961,broek,,other
7962,elmlərə parking qoyulsun,,other
7963,Telefon yerində qr kod qopub. Yalnız iki ötürmə işləyir.,QR code,technical_support
7964,vaxtıvız olanda zaretkaya qoyun,,other
7965,велосипед не двигается,,technical_support
7966,Biabırçılıq! Güclə hərəkət edir,,technical_support
7967,yolun ortasinda birden dayandi ve parkinge qeder elimnen aparmali oldum baxmayaraq ki kilitli idi. teleb edirem pulum qayitsin.,,customer_support
7968,sep xarabdi. bostu,,technical_support
7969,"oturacaq chox pis veziyyetdedir, hundurluye gore qurashdirmaq olmur.",,technical_support
7970,brakes were bad,,technical_support
7971,Dəhşət bahadır,,other
7972,azneftden o terefe gede bilmedim. bu nece meseledi?,,other
7973,skorus normal islemir. Oz ozune atir disleri,,technical_support
7974,əyləs sistemi normal işləmir,,technical_support
7975,sisteminizde xeta var!!!!!,,customer_support
7976,Nemogu parkovatsa,Control panel,customer_support
7977,Zornan itələyir adamı plusda pedalında əyrilik var,Pedals,technical_support
7978,skuterləri çoxaldı xətai tərəfdə,,other
7979,coxdu,,other
7980,oturacaq terpenir sag sola,,technical_support
7981,dayanacaq cox azdır,,other
7982,velosibet islemir,,technical_support
7983,❤️🙏🏻,,other
7984,"руль липкий, как будто что то пролили",,technical_support
7985,fren verende berk ses çıxır,,technical_support
7986,main break dont work at all. after many failed attempts i just took this one since could not find better.,,technical_support
7987,Suret oturucude problem var,Other,technical_support
7988,Kilidi əyridir,Other,technical_support
7989,15 km/s artıq getmir,Other,technical_support
7990,velosiped razvalniy rul sam po sebe dviqaetsya tuda syuda,,technical_support
7991,velosiped nasaz idi. titrəyə titrəyə gedir,,technical_support
7992,İşləmir heç klidi açılmır,Chain,technical_support
7993,təmir lazımdı. rulda yada təkərdə boşluq vat,,technical_support
7994,"Motor işə düşmür, çox ağır hərəkət edir",,technical_support
7995,идеальный велосипед,,other
7996,Kilid vurulduğu halda fasilə etmək mümkün olmur,Rear wheel,customer_support
7997,you block me on the way,,customer_support
7998,məhkəməyə nece verim sizi?,,customer_support
7999,getmir axı,,technical_support
8000,Kilid sayı çoxalsın🙋🏻‍♀️,,other
8001,u mena v proqramme est denqi pocemu ne spisivayutsa,,customer_support
8002,qabaq təkər fırlanmır,,technical_support
8003,"Nothing to complain about, but try electrical ones the next time.",,other
8004,didnt work,,technical_support
8005,Qabaq tormuz tutmur,Other,technical_support
8006,"çox səs küy edir, sanki ayaq altda qırılacaq",,technical_support
8007,Skorst içəridən düzgün işləmir anbara gedib baxılmalıdır.,Saddle,technical_support
8008,blokdan açılmır,,customer_support
8009,I m in the parking zone but not lock,Lights,customer_support
8010,Klid açılmadı,Other,technical_support
8011,Sükan problemini düzəldin,,technical_support
8012,sag tormoz tutmur bezdim uje xarab elektrikli velosipedlerden kime sikayet edim,,technical_support
8013,vrlosibet getmirdi xarabdı,,technical_support
8014,Parklama,Kickstand,customer_support
8015,yorur,,other
8016,Oturacag qopub dibden,Display,technical_support
8017,о,,other
8018,İşə salandan sonra qaz verdikdə işləmirdi,Battery,technical_support
8019,Saxlamaq olmur,Other,customer_support
8020,Not operated,Other,technical_support
8021,ağır hərəkət edir,,technical_support
8022,Не разблокировался не могу начать поездку,Other,technical_support
8023,pedalını qırıblar sağolsunlar,,technical_support
8024,ən böyük problem sükan və əyləclərdədir. Sükan əyridi və xüsisi ilə arxa əyləc çox zəifdi.,Handlebar,technical_support
8025,oturacag temzimlenmir,Saddle,technical_support
8026,Я доехала до местоположения оставляю велосипед на парковке все заблокировала его хочу завершить поездку в программе но мне выходит что я нахожусь слишком далеко от своего велосипеда и я не могу его оставить,Kickstand,customer_support
8027,dal təkər sınıb,,technical_support
8028,eyri rol,,technical_support
8029,отлично. очень понравилось,,other
8030,2 and 3 gear not working,,technical_support
8031,rolda eyrilik var. rolu duz tutursan tekr saga meyl edir,,technical_support
8032,"işləmir, qoydum yolun kənarında",,customer_support
8033,Locking is not working,Other,technical_support
8034,На велосипеде проблема с цепью,,technical_support
8035,3cu skorus islemir,Other,technical_support
8036,сломана ножка у стула (не регулируется) и скорости работают не исправно,,technical_support
8037,yaxsi isləmir,,technical_support
8038,oturacaqda problem var,,technical_support
8039,elektriki bitdi,,technical_support
8040,Pedallar hərəkət etmir,Pedals,technical_support
8041,zaretka yoxdu 2 km iteliye iteliye grlmosem,,customer_support
8042,"Salam, ishlemir",,technical_support
8043,sag tormuz yaxsi islemir,,technical_support
8044,Hereket etmir ama pulum gedir,Firmware,customer_support
8045,bir az çətin idi,,other
8046,Səhər səhər skripka ifası əla idi😄,,other
8047,плохое покрытие для велодорожки :((,,other
8048,A20749 - sürət dəyişdiricisi tamamilə nasazdır,,technical_support
8049,Я включил самокат самокат не работает и у меня списывают деньги,Gears/transmission,customer_support
8050,əla idi təşəkkürlər,,other
8051,"Əyləc qırıldı və qəza etdim, sürmək üçün çox təhlükəlidir",Brakes,technical_support
8052,rolu çox ağır dönür. çox sıxılıb ya nədirsə problemlidir belə olmağı.,,technical_support
8053,"right brake dont work, left brake bad work",,technical_support
8054,sol pedal xarabdır,,technical_support
8055,Əyləc sistemində təmirə ehtiyac var,,technical_support
8056,çox ağır gedir velosiped,,technical_support
8057,nice,,other
8058,Kilidi eyri sep cixarildi,Other,technical_support
8059,"islemir,  aktivlesmir",,technical_support
8060,руль кривой - поправил,,technical_support
8061,sepi qırılıb ya yoxdu,,technical_support
8062,Yollar yaman gündədir heyifiniz gəlsin bu velosipedlərə,Vandalism,other
8063,problemlidir işləmir,,technical_support
8064,28 may metrosunun qarşısında səhər 9dan sonra velosiped tapmaq müşkül məsələdir.,,other
8065,missing pedal,,technical_support
8066,parking spaces full,,other
8067,2 fərqli rəngdə velosiped almaq olmur,,other
8068,Motor zəif idi nese 22kmdan yuxari qalxmirdi duz yolda,,technical_support
8069,bike has so e mechanical issues,,technical_support
8070,Rolu daw kimi anbara,Other,technical_support
8071,very expensiv,,other
8072,Не возможно закрыть!!!!,Other,customer_support
8073,Arxa tormuz və krılonun sol şrupu yoxdu,Other,technical_support
8074,грязный,,technical_support
8075,suretlenme problemi,,technical_support
8076,у меня годовая подписка! почему сняли деньги с меня????,,customer_support
8077,"velosiped zolaqlarinda su yigintilari çoxdur, asfalt qatı yüksəldilməlidir. zolaqlar tamamlanmalidir",,other
8078,Sol əyləc zəif,,technical_support
8079,руль не поворачитвет!!!,,technical_support
8080,кресло заело,,technical_support
8081,Velosiped sirkələnirdi,Rear wheel,technical_support
8082,Park ərazisində park edə bilmirəm,Other,customer_support
8083,arxa krılo boltsuz. sag pedal qırıg,Other,technical_support
8084,peddles are no good,,technical_support
8085,Təkər disqi əyilib,,technical_support
8086,Люди идиоты и велодорожки очень часто прерываются,,other
8087,veloya ümumi baxış keçirtmək lazımdır,Other,technical_support
8088,Nece eleyim indi belime yukleyim aparim bunu?,Kickstand,customer_support
8089,sürətlər qutusu trod qırıq,,technical_support
8090,отказывается в наушниках не слышно скрип и грохот,,technical_support
8091,"Battery died in the middle of the road , I am in a hurry, so I'm gone, can you end the ride please?",Battery,customer_support
8092,zeif gedir. 2ci skorost islemir,,technical_support
8093,i can not go anewhere,,technical_support
8094,it has problem,,technical_support
8095,problemli idi ikisidə bağladığ boşa pul çıxdı chata da baxmırsız,,customer_support
8096,"balansi  artirdim, getmir",Electrical system,customer_support
8097,30 error code. Service işığı yanır.,Other,technical_support
8098,✊🏻,,other
8099,"pedal ağır idi, sürətlənmə zəifdir",,technical_support
8100,Rulavoy agirdi,Other,technical_support
8101,Zəncirlər düzgün işləmir,,technical_support
8102,Zaretkasi bitdikden sonra manual sürmek olmadi,Motor,customer_support
8103,"its broken and for bike that i cycle u charge a lot. electro sure but cycling broken bike nah, i better go for scooter",,technical_support
8104,fiziki güc çox tələb edir,,other
8105,çoooooox baha müsibettt biabırçılıq benzinle işlemir bu,,other
8106,tormozlara baxmaq lazımdır o qeder pis olmasa da. Birde dartması zəifdir,,technical_support
8107,слишком тяжело идёт. выдохся,,technical_support
8108,sepində problem var,,technical_support
8109,Велосипед очень медленно ехал,,technical_support
8110,lock? not automated? amazing,,customer_support
8111,kilid yarısına kimi açılır,,technical_support
8112,"Velosiped apar tulla. Balans sıfır, amortizasiya sifir",,technical_support
8113,Qabaq vilka bosdur gecikmesi var anbara getmelidi,Electrical system,technical_support
8114,Lock not opening,Other,technical_support
8115,bu velonun kilidi açılmır,,technical_support
8116,BERBAD!!! sideni xarab skoros xarab,,technical_support
8117,restriction zonaya daxil olmasamda velo bloklandi,,customer_support
8118,gəşəngdi,,other
8119,velosiped pis gündədir,,technical_support
8120,"cox titreyir, amortizasiyasi it gundedi",,technical_support
8121,velosipedin sürətləri keçidi işləmir və sükanı əyridi,,technical_support
8122,"tormozunda problem var, petalı çevirəndə ləng gedir",,technical_support
8123,GPS не работает,Firmware,technical_support
8124,əyri,,technical_support
8125,bunun rolu nəsə əyridir. baxarsız pls,,technical_support
8126,zabitler baginda yol asfalt deyil deyə çox titrəyir,,other
8127,"auto brake is broken, made some dangerous situations because of it",,technical_support
8128,hər gün istifadə etməyə çalışıram.  hər gün problemli velosipedlə qarşılaşıram,,technical_support
8129,тормоз правый не работает должным образом,,technical_support
8130,or,,other
8131,brake and electric dont work,,technical_support
8132,tətbiqdə velo zolaqların istiqaməti və yeri göstərilsə yaxşı olar.,,other
8133,geseng,,other
8134,thnx,,other
8135,"Stop işığı yox idi,qoyuldu",Other,technical_support
8136,"Kilidləmək mümkün deyil, sıxıram saxlayıram kilidi yenə alınmır",Brakes,customer_support
8137,Salam skuterin yanındayam hal hazırda vaxt gedir bitirmək isdəyirəm deyir uzağdasız ama yanımdadı skuter park zonasında,Other,customer_support
8138,"pri podyeme v dva raza tajelee pedali,",,technical_support
8139,Salam velosiped kitlenmir,Other,customer_support
8140,accidental ride,,other
8141,sağ pedal xarabdu,,technical_support
8142,enerji azdir,,technical_support
8143,sükan çox oynaqdır. ölçülər standartdır.,,technical_support
8144,почему с меня высчитывается оплата при активной подписке ?,,customer_support
8145,"я не могла завершить поездку, потому что локация велосипеда была неправильно показана на карте в приложении. несмотря на то что велосипед был возле меня на парковке, приложение утверждало что велосипед слишком далеко от моего телефона",,customer_support
8146,adi elektron olmayan velo kimidi hetda daha agir gedir islemir,,technical_support
8147,agir idi,,other
8148,Baglanmirdi lockeri ve ses cixirsi bruh,,technical_support
8149,10 deq sonra gucnen tedbiq isledi parking olmurdu,,customer_support
8150,"нету парковочных мест в парке, пришлось переходить дорогу дважды чтобы забрать, а потом оставить велосипед на месте , нужно было подниматься с ним по лестницам",,other
8151,Oturacaöın sabitləşməsində problem var. Tez-tez aşağı sürüşür,,technical_support
8152,əyləc sistemində problem var,,technical_support
8153,excellent quality. thank you!!!,,other
8154,"Texniki problemi var , sonib yanir gedish zamani",Other,technical_support
8155,☺️☺️☺️☺️☺️,,other
8156,Velo getmirdi,Other,technical_support
8157,sistemdə problem var birdən birə zona daxilində dayandı,,customer_support
8158,Sidenka tenzimleyicinin demiri qiriq anbara,Other,technical_support
8159,Velonun işığı yanıb sönürdü. Qaranlıqda problem yaradır,,technical_support
8160,Arxa tros qırığdı,Brakes,technical_support
8161,"""Похоже транспортное средство находится слишком далеко от вашего телефона"" я не могу завершить поездку, хотя стою у велосипеда",Other,customer_support
8162,velosiped çox yavaş gedir həmdə çox ağırdır ona görə,,technical_support
8163,teepi islemir xarab olub,,technical_support
8164,Bağla,Electrical system,customer_support
8165,skuter yolda dayandı özümle daşımalı oldum,,customer_support
8166,niyə belə baxa ?,,other
8167,Rol hissəsi zedelidi,Handlebar,technical_support
8168,bizden asılı olmayan sebeblerden velisabet zolağından çıxmaşı ve tekrar qayıtmalı oluruq her defesinde bildiriş gelir,,other
8169,10,,other
8170,rul sağa dönürdü,,technical_support
8171,DEAKTIV ELEYIN XAIS EDIREM PARKOFKA ELEMISEM DEAKTIF OLMUR😭😭,Other,customer_support
8172,menim gedisim 13 deqiqe olub sizin tedbiqden gedisi sonlandira bilmirem dona dona isleyir artig olan deqiqeleri silin,,customer_support
8173,velosiped açılmlr. tekerler kilidlidi surmek olmur. yalan yere pul çıxdız,,customer_support
8174,Skuter hansı tormozun istifadə olunmasından asılı olmayaraq ani tormoz edib qəza vəziyyəti yaradır,Control panel,technical_support
8175,Sol şatun yeyilib,Pedals,technical_support
8176,oturacaqgin qiriblar,,technical_support
8177,"yer alti kechidde musigi ifa eden oglan ozzelshdirib, deyir menimdir)) goture bilmedim",Vandalism,other
8178,qaznan problwmi var,,technical_support
8179,pis elektrok sistemi matoru çəkmir,,technical_support
8180,"əyləci işləmir, mühərrikidə həmçinin. hansısa mədəniyyətdən kənar həşərat sındırıb",,technical_support
8181,kirli sükan,,technical_support
8182,eylecleri demek olarki islemir,,technical_support
8183,ötürücü işləmir. bərbad gündədir,,technical_support
8184,Ffgfgdgfd,Dirty,other
8185,rjjr,,other
8186,işləmir texniki bərbaddı,,technical_support
8187,"тормоза слабые,передняя подвеска звучит",,technical_support
8188,Bateriyasi bittdi,Battery,technical_support
8189,Çox çox üzrlü sayın bağında saxlamışam velosipedi amma işıqforda yaşıl yanınca gedişi bitirməyi unutdum:(,,customer_support
8190,VERY BAD BAD SERVICE!!!,,other
8191,Sürmədiyim halda niyə 64 qəpik çıxdınız?? Xarabdı cihaz!!!!,,customer_support
8192,parklanmada vaxt itiririk her şeyi düzgün etsekde olmur xidmet berbaddı,,other
8193,narahat idi,,other
8194,Gedisi bitire bilmirem artiq yarim saatdir. Problemlidir velosiped,Kickstand,customer_support
8195,нет цепи,Rear wheel,technical_support
8196,"Skuter getmir, normal düzəldin salın parkingə",Other,customer_support
8197,"плохо едет, тормоза слишком громкие",,technical_support
8198,Pedali cixir,Pedals,technical_support
8199,Velosiped tərpənmit,Other,technical_support
8200,One of the best bicycle,,other
8201,Arxa zontik demir,Other,technical_support
8202,Velosiped özü bir az çirkli idi. Amma ümumi təssüratım müsbətdir.,,technical_support
8203,"тормазов не хватает, опасно",,technical_support
8204,не едет!,,technical_support
8205,"Sağ pedal sürdüyüm vaxt qopdu düşdü yerə, qoydum velosipedin qabağ çantasına",,technical_support
8206,qəribə səs gəlirdi velodan,,technical_support
8207,xarabdır,,technical_support
8208,Oturacaq yerində yoxdur,Other,technical_support
8209,pedal əyilmiş idi,,technical_support
8210,"Velosipedin təkərləri boşdu, ağır hərəkət edir",Rear wheel,technical_support
8211,öz özünə bloka düşür,,customer_support
8212,thank you,,other
8213,rolu əyridir,,technical_support
8214,pul cix gedir,,customer_support
8215,Telefon tutacağı gözlənilir,,other
8216,velosiped islemedi. qabaq tekeri terpenmir.,,technical_support
8217,Salam skuter binanın blokuna salınıb orda sazlayıblar bina kodlu olduğu üçün daxil olub götürmək olmur.,Other,customer_support
8218,aktivləşmədi,,technical_support
8219,rulu xarabdi,,technical_support
8220,Təkər boltu da sıxılmalıdır,Other,technical_support
8221,çox pisss çoxlu pulumuz çıxdı hara gedirdik deyir qadağa olunmuş bölge hec 1 ulduzda deymir,,customer_support
8222,sağ və sol tormozlatı qırılıb hec biri yoxdu yerlindibli,,technical_support
8223,park yerleri cox uzaq,,other
8224,Prices are high,,other
8225,идеальный,,other
8226,СЛОМАНЫ ПЕДАЛИ,,technical_support
8227,pedalı fırladanda elektrik işə düşmür,,technical_support
8228,getmir bu scooter niye xeberdarlig elemirlerki islemir men buna acmaliyam ?,Other,technical_support
8229,Bərbad gündədir,,technical_support
8230,"sürət öz özünə azalır, blok edir sanki",,technical_support
8231,Siqnal əzilib,Other,technical_support
8232,ilk dəfə normal velo cixdi rastima tormozu falan,,technical_support
8233,təzə yaşılların rulu tez əyilir,,technical_support
8234,"Dirəkdə problem var, açıq qoysaq belə yıxlır.",Kickstand,technical_support
8235,Aktivdir amma acilmir,Display,technical_support
8236,"руль сломан, и педаль правая кривая",,technical_support
8237,"не понятно как припарковаться, а точнее как повернуть рычаг сзади велика.",,other
8238,Çox gözəldir,,other
8239,i couldnt unlock it,,customer_support
8240,c,,other
8241,1 проблема - нет номера для быстрой связи с поддержкой. 2. электрический велосипед в моём понимание велосипед как скутер с увеличением скорости не от того что ты крутишь педали ( хоть это и было не сложно ).,,customer_support
